index,time,lat,lon,x,y,z,m,Day or night,Water or not,Hills or not
1228,2021/04/17 01:32:47.195520,45:52:35.4,111:10:27.4,18.9406089782715,-10.7357988357544,64.7960433959961,16.7179904429407,0,0,0.5
1229,2021/04/17 01:32:55.071858,46:06:31.0,111:48:19.9,18.643009185791,-10.6954364776611,65.1702346801758,16.7615067781049,0,0,0.5
1230,2021/04/17 01:33:02.942545,46:18:30.7,112:21:44.8,18.4445304870605,-10.7466669082642,64.9606628417969,16.7216248136862,0,0,0.5
1231,2021/04/17 01:33:11.578802,46:33:40.0,113:05:05.1,18.3282642364502,-10.8117866516113,65.1061019897461,16.7407309130039,0,0,0.5
1232,2021/04/17 01:33:19.454047,46:46:52.9,113:43:57.8,18.1289348602295,-11.3807315826416,65.1995239257812,16.7615585187605,0,0,0.5
1233,2021/04/17 01:33:27.334513,46:59:51.1,114:23:10.5,17.8293056488037,-11.2817649841309,65.3354034423828,16.7671567626827,0,0,0.5
1234,2021/04/17 01:33:35.961827,47:12:34.4,115:02:43.0,17.5503559112549,-11.253005027771,65.5288543701172,16.7846844899742,0,0,0.5
1235,2021/04/17 01:33:43.835705,47:25:02.5,115:42:35.5,17.1806926727295,-10.987286567688,66.2422332763672,16.8732559463524,0,0,0.5
1236,2021/04/17 01:33:51.712815,47:37:15.2,116:22:47.7,16.9395999908447,-10.9813213348389,65.9482498168945,16.8177900174322,0,0,0.5
1237,2021/04/17 01:34:00.360300,47:50:40.9,117:08:24.8,16.7794990539551,-10.9269647598267,65.9244766235352,16.8063217486152,0,0,0.5
1238,2021/04/17 01:34:08.233474,48:02:20.1,117:49:18.4,16.520378112793,-10.7976865768433,66.1114044189453,16.8219369544825,0,0,0
1239,2021/04/17 01:34:16.112338,48:13:43.3,118:30:31.4,16.2931289672852,-10.8171739578247,66.0106048583984,16.7979273446305,0,0,0
1240,2021/04/17 01:34:24.742060,48:24:50.1,119:12:03.4,16.049108505249,-10.7805852890015,65.7517700195313,16.7472292601947,0,0,0
1241,2021/04/17 01:34:32.611665,48:35:40.4,119:53:54.4,15.6341543197632,-10.6023321151733,65.7793121337891,16.7313645956562,0,0,0
1242,2021/04/17 01:34:40.483158,48:46:13.9,120:36:04.0,15.2753973007202,-10.7021083831787,65.9432373046875,16.7463892806838,0,0,0
1243,2021/04/17 01:34:49.129332,48:57:46.2,121:23:51.7,15.0528383255005,-10.6361694335938,66.0186767578125,16.7485264585971,0,0,0
1244,2021/04/17 01:34:57.009313,49:06:29.6,122:01:18.1,14.7008876800537,-10.6429510116577,66.1009902954102,16.7491772645295,0,0,0
1245,2021/04/17 01:35:04.893136,49:16:11.3,122:44:22.1,14.3323974609375,-10.6301383972168,66.1447830200195,16.7430205184124,0,0,0
1246,2021/04/17 01:35:13.538973,49:26:44.7,123:33:10.0,14.2238540649414,-10.5554580688477,66.3369674682617,16.7676922703208,0,0,0
