index,time,lat,lon,x,y,z,m,d/n,w?,h?
986,2021/04/17 00:59:59.503689,-43:10:01.9,16:47:55.6,9.32374382019043,-6.814268589019775,6.789676189422607,5.6406288174476025,,,
987,2021/04/17 01:00:07.381263,-42:53:41.4,17:21:51.8,9.294794082641602,-7.0004801750183105,6.654177665710449,5.642847347198295,,,
988,2021/04/17 01:00:16.014551,-42:35:04.9,17:59:39.6,9.239415168762207,-6.952038288116455,6.641547203063965,5.623200710001422,,,
989,2021/04/17 01:00:23.888735,-42:20:27.0,18:28:46.9,9.446826934814453,-6.877251148223877,6.554015159606934,5.64092297911812,,,
990,2021/04/17 01:00:31.763524,-42:03:33.6,19:01:46.3,9.44161605834961,-6.882247447967529,6.383316993713379,5.617379886322896,,,
991,2021/04/17 01:00:40.398981,-41:44:20.9,19:38:30.8,9.567703247070312,-6.899501323699951,6.27681827545166,5.630935420845647,,,
992,2021/04/17 01:00:48.276419,-41:27:05.3,20:10:50.7,9.40676212310791,-6.90467643737793,6.4515228271484375,5.622948739571862,,,
993,2021/04/17 01:00:56.155675,-41:09:39.6,20:42:52.3,9.398055076599121,-7.096114635467529,6.457667827606201,5.650184095227791,,,
994,2021/04/17 01:01:04.779948,-40:52:03.9,21:14:35.9,9.515237808227539,-7.217349052429199,6.492635726928711,5.695802763939037,,,
995,2021/04/17 01:01:12.655754,-40:34:18.4,21:46:01.5,9.63877010345459,-7.065926551818848,6.238099575042725,5.664424919958553,,,
996,2021/04/17 01:01:20.531680,-40:16:23.3,22:17:09.3,9.71988582611084,-7.052801609039307,6.417932987213135,5.702205516027309,,,
997,2021/04/17 01:01:29.166348,-39:56:02.7,22:51:49.7,9.855831146240234,-6.918283462524414,6.218971252441406,5.684390008258385,,,
998,2021/04/17 01:01:37.041127,-39:37:47.9,23:22:20.5,9.84646224975586,-7.102364540100098,6.176953315734863,5.703672130152435,,,
999,2021/04/17 01:01:44.915385,-39:21:42.6,23:48:48.3,10.01408863067627,-6.976121425628662,6.171501636505127,5.7188426768529865,,,
1000,2021/04/17 01:01:53.573914,-39:00:51.5,24:22:30.8,9.981266021728516,-7.053135395050049,6.198296070098877,5.726533364702502,,,
1001,2021/04/17 01:02:01.450680,-38:42:10.2,24:52:10.7,10.063204765319824,-6.952656269073486,6.145070552825928,5.722242134562271,,,
1002,2021/04/17 01:02:09.323322,-38:23:20.5,25:21:34.1,10.081428527832031,-7.130338668823242,5.948866367340088,5.727292337287846,,,
1003,2021/04/17 01:02:17.965442,-38:04:22.4,25:50:41.1,10.090536117553711,-7.441825866699219,5.906182765960693,5.76982631644878,,,
1004,2021/04/17 01:02:25.832047,-37:45:16.1,26:19:32.0,10.169095039367676,-7.4725213050842285,5.953494548797607,5.7958468674668735,,,
1005,2021/04/17 01:02:33.710079,-37:26:01.9,26:48:07.0,10.139062881469727,-7.472400188446045,5.7391581535339355,5.764741476310905,,,
1006,2021/04/17 01:02:42.343678,-37:04:14.0,27:19:57.6,10.282111167907715,-7.41773796081543,5.363495826721191,5.743968309009417,,,
1007,2021/04/17 01:02:50.227690,-36:44:43.2,27:47:59.5,10.469807624816895,-7.398868083953857,5.465089321136475,5.79122058491555,,,
1008,2021/04/17 01:02:58.103956,-36:25:05.0,28:15:46.1,10.397717475891113,-7.402197360992432,5.261286735534668,5.754803221258864,,,
1009,2021/04/17 01:03:06.729310,-36:05:19.4,28:43:17.6,10.371874809265137,-7.552273750305176,5.235552787780762,5.7692350293229255,,,
1010,2021/04/17 01:03:14.602957,-35:45:26.6,29:10:34.4,10.544153213500977,-7.427887439727783,5.443162441253662,5.808595026931032,,,
1011,2021/04/17 01:03:22.478384,-35:25:26.8,29:37:36.5,10.692889213562012,-7.361640930175781,5.381868362426758,5.823528522333863,,,
1012,2021/04/17 01:03:31.108207,-35:02:48.7,30:07:44.2,10.763154029846191,-7.353070259094238,5.348999500274658,5.8336228097983795,,,
1013,2021/04/17 01:03:38.982614,-34:45:06.4,30:30:57.7,10.82865047454834,-7.374814987182617,5.415282249450684,5.857502236226635,,,
1014,2021/04/17 01:03:46.858570,-34:24:46.3,30:57:17.3,10.972916603088379,-7.538924694061279,5.101956844329834,5.879737520122419,,,
1015,2021/04/17 01:03:55.488487,-34:01:45.8,31:26:37.8,11.031338691711426,-7.309096336364746,4.974003791809082,5.8466124620918505,,,
1016,2021/04/17 01:04:03.364401,-33:41:11.9,31:52:28.4,11.332507133483887,-7.4607930183410645,4.669746398925781,5.904943494660461,,,
1017,2021/04/17 01:04:11.233449,-33:20:31.9,32:18:05.7,11.26583194732666,-7.494112491607666,4.73484468460083,5.901153137526404,,,
1018,2021/04/17 01:04:19.886193,-32:59:45.7,32:43:29.9,11.47921371459961,-7.523896217346191,4.547824382781982,5.935078477494943,,,
1019,2021/04/17 01:04:27.752507,-32:38:53.6,33:08:41.1,11.492778778076172,-7.563039302825928,4.619997978210449,5.949840250462819,,,
1020,2021/04/17 01:04:35.627263,-32:17:55.6,33:33:39.8,11.620820045471191,-7.832842826843262,4.708797454833984,6.023699403038702,,,
1021,2021/04/17 01:04:44.271182,-31:54:13.6,34:01:30.9,11.766307830810547,-7.908205032348633,4.709671497344971,6.065637776924887,,,
1022,2021/04/17 01:04:52.153539,-31:33:03.6,34:26:03.2,11.889130592346191,-7.895810604095459,4.865482330322266,6.103466359547328,,,
1023,2021/04/17 01:05:00.029455,-31:11:48.2,34:50:23.6,11.963312149047852,-8.036792755126953,4.698112487792969,6.1249994063572775,,,
